gene	specific tissue
RP11-378I6.2	Testis
C12orf80	Testis
IL5	Testis
RPL7P26	Muscle - Skeletal
MIR219-1	Testis
RP11-565A3.1	Testis
IL9	Nerve - Tibial
RP1-249H1.2	Testis
BIRC8	Testis
RP11-1053O12.1	Cervix - Endocervix
LINC00971	Testis
LINC00973	Cells - Transformed fibroblasts
RP11-24D15.1	Testis
RP11-632K5.3	Testis
SERPINH1P1	Cells - EBV-transformed lymphocytes
AC013449.1	Cervix - Endocervix
RP11-288C17.1	Testis
NUTM2F	Testis
NT5C1B	Testis
AC108051.1	Testis
OR14J1	Testis
AC108051.3	Testis
AC108051.2	Testis
OR7E19P	Testis
AC032027.1	Artery - Tibial
RPS15AP6	Testis
RP11-433P17.1	Testis
RP11-353N14.3	Cells - EBV-transformed lymphocytes
CYCSP55	Testis
CTD-3007L5.1	Testis
POM121L14P	Testis
AC108868.6	Testis
AC079163.1	Testis
AC008271.1	Testis
OR6A2	Testis
CTC-559E9.9	Testis
AC106706.1	Testis
RP11-157N3.1	Cells - EBV-transformed lymphocytes
CTC-559E9.2	Testis
RP13-379O24.2	Muscle - Skeletal
RP11-299H22.1	Testis
RP4-715N11.2	Testis
RP11-299H22.4	Testis
RP11-435I10.5	Testis
RP11-706J10.1	Cells - Transformed fibroblasts
CTC-261N6.1	Testis
HSPA9P1	Testis
OR11J2P	Testis
RP11-286M16.1	Testis
RP11-259F16.3	Testis
AC104634.2	Testis
RP11-266O8.1	Testis
OTUD6A	Testis
RP11-691H4.4	Testis
CTA-397H3.3	Testis
MYADML	Testis
LL0XNC01-221F2.2	Testis
HLA-P	Testis
COX6B1P2	Prostate
PLAC1	Testis
GOLGA8DP	Testis
PSMD12P	Testis
LOC124685	Testis
PRSS38	Testis
RP11-567C20.3	Testis
RP11-461K13.1	Testis
HIST1H2BA	Testis
RP11-426J5.2	Testis
RP11-168P8.3	Testis
RP11-168P8.5	Testis
RP11-481G8.2	Testis
RN7SL165P	Bladder
AC084082.3	Testis
RP11-647P12.1	Testis
RP11-647P12.2	Colon - Transverse
RP11-544A12.5	Spleen
RP11-260A9.6	Pituitary
RP11-260A9.4	Pituitary
RP11-411G7.2	Testis
DCAF8L1	Testis
DCAF8L2	Testis
RP11-364B6.1	Testis
RP11-501E14.1	Testis
DAP3P1	Testis
OR2B8P	Testis
RP11-803D5.4	Thyroid
SORCS3-AS1	Testis
MKI67IPP6	Cells - EBV-transformed lymphocytes
MKI67IPP3	Testis
RP11-503L19.1	Testis
RP11-58O9.1	Testis
TMPOP1	Testis
LINC00293	Testis
AC092635.1	Prostate
CTD-2246P4.1	Testis
XXbac-BPG308J9.3	Testis
LINC00560	Testis
RP11-511B23.3	Adrenal Gland
LINC00566	Testis
LINC00567	Testis
LINC00564	Testis
HNRNPA1P61	Testis
RP11-571F15.3	Cells - EBV-transformed lymphocytes
RP11-78A18.2	Testis
DPYD-AS2	Testis
RP11-109E10.1	Testis
RP11-557H15.5	Testis
CST12P	Testis
SIRPAP1	Testis
PGAM5P1	Testis
RP1-45N11.1	Testis
RP11-327F22.5	Testis
RP3-399L15.1	Testis
RP3-399L15.2	Testis
RP11-274J16.5	Testis
RP11-145M4.1	Cells - EBV-transformed lymphocytes
GS1-204I12.1	Testis
RP11-535N6.2	Thyroid
RBMY2EP	Testis
RP11-359E8.5	Testis
RP11-488L1.1	Testis
SOCS5P3	Testis
RP11-138H10.2	Brain - Nucleus accumbens (basal ganglia)
FTH1P14	Testis
FTH1P18	Testis
RP11-21B23.3	Testis
RN7SL187P	Minor Salivary Gland
AL132796.1	Testis
RNU6-776P	Pancreas
GPC5-AS2	Testis
BOD1L2	Testis
OR2W1	Testis
RP1-111C20.3	Adrenal Gland
CTD-2140G10.1	Testis
RP11-362L22.1	Pituitary
RP11-384C12.1	Liver
RP11-430L3.1	Testis
RP11-31A20.1	Small Intestine - Terminal Ileum
CTD-2258A20.3	Testis
RP11-512N21.3	Testis
AC117372.1	Cells - EBV-transformed lymphocytes
RNU6-799P	Testis
RN7SL851P	Skin - Not Sun Exposed (Suprapubic)
AC078899.4	Thyroid
RP1-300G12.2	Cells - EBV-transformed lymphocytes
HMGB1P13	Brain - Spinal cord (cervical c-1)
HMGB1P11	Ovary
HMGB1P16	Pituitary
RP1-313L4.4	Testis
MYH16	Testis
RP11-184C23.4	Testis
RPL21P111	Testis
RP11-744O11.2	Minor Salivary Gland
TP53TG3B	Testis
TP53TG3C	Testis
RP11-153F1.1	Testis
PPP1R11P1	Testis
DNM1P34	Testis
DNM1P32	Testis
PIP5K1P1	Testis
PIP5K1P2	Testis
RP11-866E20.3	Testis
RP11-73G16.1	Testis
RP11-73G16.3	Testis
RP11-599B13.8	Pituitary
RP3-404K8.2	Pituitary
RP11-599B13.3	Testis
AC006028.11	Testis
RNU2-16P	Testis
RN7SKP11	Cells - Transformed fibroblasts
RP11-159H3.1	Testis
ACTBL2	Testis
LINC00485	Testis
RP11-358H18.2	Testis
CTD-3194G12.2	Testis
TCP10L2	Testis
PRED57	Testis
PRED58	Testis
RP11-1217F2.15	Testis
POTEF	Testis
POTED	Testis
POTEC	Testis
POTEB	Testis
POTEA	Testis
NUP210P1	Testis
RP11-640N20.1	Testis
RP11-640N20.5	Testis
RP11-640N20.6	Testis
RP11-45D17.1	Testis
DNAJB8-AS1	Testis
RN7SL186P	Pancreas
ARSH	Esophagus - Mucosa
RP11-19G24.1	Prostate
MAGED4B	Pituitary
RP11-70J12.1	Testis
RN7SL416P	Testis
AC016682.1	Testis
AL450226.2	Testis
RP11-25I15.2	Testis
RP11-462B18.1	Testis
RP11-973N13.2	Testis
RP11-973N13.5	Testis
PHF5CP	Thyroid
TRBV23OR9-2	Testis
RP11-341A22.2	Testis
ENOX1-AS2	Brain - Hypothalamus
DNAJC19P1	Brain - Cerebellum
HSPA8P8	Testis
XXbac-BPG34I8.3	Testis
RN7SL146P	Cells - EBV-transformed lymphocytes
RP11-317N6.1	Brain - Spinal cord (cervical c-1)
HSPA8P7	Testis
C10orf120	Testis
MARK2P6	Testis
RP11-613F22.7	Testis
RP11-480G7.2	Testis
SPTLC1P2	Testis
SPTLC1P5	Testis
SPTLC1P4	Testis
RP11-2C7.1	Testis
U95743.1	Testis
RP3-445O10.1	Testis
RP11-197N18.7	Testis
RP11-254I22.1	Testis
RN7SL80P	Spleen
RP11-275I14.2	Testis
IGLVI-42	Testis
RP11-1191J2.4	Testis
RP11-358D17.1	Fallopian Tube
MT1B	Liver
RP5-843L14.1	Testis
MIR33B	Adrenal Gland
RPS7P5	Testis
AP005135.2	Testis
RP11-96C21.1	Testis
ZNF20	Testis
RP11-353N4.7	Testis
XXyac-YM21GA2.6	Testis
HIST1H2BPS3	Testis
HIST1H2BPS2	Testis
HIST1H2BPS1	Testis
RP4-601P9.1	Testis
RP11-399F2.2	Testis
RP11-12M5.4	Testis
RP11-162K11.4	Testis
RP3-403L10.3	Testis
TSPY11P	Testis
RP11-133K1.6	Testis
OR1J4	Cells - Transformed fibroblasts
RP11-133K1.2	Testis
OR1J1	Testis
RP11-133K1.1	Testis
RP11-697H9.3	Testis
CTC-479C5.6	Testis
EGFLAM-AS4	Testis
EGFLAM-AS2	Testis
RP11-426L16.9	Testis
RPL13AP	Brain - Caudate (basal ganglia)
AC007131.2	Testis
AC107057.2	Testis
RP4-726N1.2	Testis
AC015922.6	Testis
ARHGEF3-AS1	Testis
RP11-375A5.1	Brain - Substantia nigra
RP11-245C17.2	Lung
CTD-2530H12.1	Testis
RN7SKP253	Testis
CTD-2530H12.7	Testis
RP11-1144P22.1	Pituitary
RN7SKP259	Pancreas
RP11-33B1.3	Pituitary
RP11-340A13.1	Testis
RP3-495K2.3	Testis
CTD-2135D7.4	Testis
RP3-495K2.1	Testis
RP11-756G12.1	Testis
RPL5P32	Testis
RP11-561N12.2	Testis
RP11-561N12.1	Testis
C17orf98	Testis
RNU6-796P	Liver
AC104801.1	Testis
RP1-91G5.3	Testis
AP000281.2	Testis
RP11-359M6.1	Lung
RP11-304C12.3	Testis
RP11-359M6.2	Lung
CUBNP3	Testis
CUBNP1	Testis
AC006150.1	Testis
KIAA0125P2	Testis
RP11-28O3.1	Testis
CTD-2128A3.3	Testis
RP11-392O18.2	Cells - EBV-transformed lymphocytes
RP11-804F13.1	Testis
RP11-666I19.2	Testis
CTD-2342I9.1	Testis
RP11-522M21.2	Testis
SPATA31D4	Testis
XXbac-BPGBPG24O18.1	Testis
SPATA31D1	Testis
RP11-516A11.1	Prostate
RP11-180I4.2	Testis
IGSF11-AS1	Testis
BACE2-IT1	Esophagus - Mucosa
RP1-72A23.1	Testis
RP1-158P9.1	Testis
EIF2B5-IT1	Ovary
AC091150.1	Testis
RP11-1082L8.2	Testis
RP11-1082L8.1	Testis
RP11-299P2.1	Cells - EBV-transformed lymphocytes
AC010677.5	Testis
LINC00544	Testis
AP000946.2	Testis
AC104389.28	Testis
CTA-351J1.1	Testis
RPL9P28	Colon - Transverse
ZAN	Testis
RP11-63B19.1	Testis
LINC00682	Colon - Sigmoid
RP11-362I1.1	Testis
RP11-804L24.2	Testis
RP11-627G18.4	Testis
AL158151.2	Testis
AC005160.3	Testis
AP001062.9	Testis
OR5G1P	Spleen
AC019084.7	Testis
ACTBP11	Esophagus - Mucosa
AC021021.2	Testis
RP11-157D23.1	Testis
AC021021.1	Testis
RP11-843B15.3	Nerve - Tibial
RP11-183I6.2	Testis
AC007948.1	Testis
ARHGAP22-IT1	Testis
AP000593.6	Testis
AP000593.5	Testis
RP1-43O17.2	Skin - Sun Exposed (Lower leg)
RP3-412A9.15	Testis
TGIF1P1	Skin - Not Sun Exposed (Suprapubic)
RP11-89B16.2	Brain - Cerebellar Hemisphere
RPSAP56	Testis
RP11-124B13.1	Testis
RP11-749H20.4	Testis
CTD-2151A2.1	Testis
RP11-676F20.1	Testis
RP11-676F20.2	Testis
CTC-493L21.1	Testis
CHIAP2	Lung
RP11-403A21.3	Testis
OR8G3P	Testis
CTC-535M15.2	Pituitary
AC113607.3	Testis
SUB1P2	Testis
RP11-655H13.2	Testis
AP004550.1	Kidney - Cortex
RP11-435M3.2	Testis
RN7SL845P	Testis
RP11-78J21.4	Testis
RP11-80K6.2	Testis
SMEK3P	Testis
RP11-552C15.1	Testis
RP5-1185K9.1	Testis
AC016700.2	Testis
AC016700.6	Cells - EBV-transformed lymphocytes
RP11-483A20.3	Testis
RP11-624L4.2	Testis
MIR5091	Bladder
RP11-23J9.3	Testis
RP11-516J2.1	Kidney - Cortex
RP11-381N20.2	Testis
RP5-828K20.2	Testis
RP11-32K4.1	Brain - Frontal Cortex (BA9)
RPL21P131	Testis
RP11-454K7.1	Testis
RP11-366O20.5	Testis
CTB-191D16.1	Testis
AC019185.4	Testis
DNM1P50	Testis
RNA5SP221	Cells - EBV-transformed lymphocytes
AC034198.7	Testis
LINC00710	Testis
RP11-887P2.6	Liver
TBL1YP1	Testis
RP11-31H15.2	Testis
RP11-474B12.1	Testis
AP001625.5	Testis
RP11-402L6.1	Brain - Amygdala
RP11-805F19.1	Brain - Nucleus accumbens (basal ganglia)
RP11-686D16.1	Testis
RP11-265D19.6	Testis
RP4-613A2.1	Testis
AC118653.2	Testis
LARGE-IT1	Testis
CTC-264O10.2	Testis
RP11-329J18.3	Testis
RP11-161I2.1	Cells - Transformed fibroblasts
RP4-656G21.1	Testis
AC006003.3	Testis
RPL30P11	Testis
RP11-80F22.15	Testis
RP11-80F22.14	Testis
RP11-80F22.10	Testis
RP3-468B3.4	Testis
RP3-468B3.2	Testis
RP11-20D14.4	Testis
C12orf40	Testis
RP11-359K18.3	Testis
CTD-2033D24.1	Testis
RNU6-844P	Minor Salivary Gland
RP11-109L13.5	Testis
LINC01005	Testis
PATE4	Testis
PATE3	Testis
RP11-264E20.1	Heart - Left Ventricle
LRRC37A12P	Pituitary
OR51A9P	Testis
RP11-642M2.1	Testis
RP11-463J10.2	Testis
RP11-463J10.4	Testis
RP11-589F5.3	Testis
RP11-157L3.6	Testis
RP11-157L3.4	Testis
RP11-157L3.2	Testis
RP11-157L3.1	Colon - Sigmoid
RP11-989E6.8	Testis
RP11-124G5.3	Testis
MIR1302-11	Testis
RP11-666A8.11	Nerve - Tibial
RP11-723G8.2	Testis
RP13-297E16.5	Cells - EBV-transformed lymphocytes
RP1-140J1.4	Ovary
OFCC1	Testis
RP11-359D24.1	Testis
TCEB2P3	Colon - Sigmoid
TCEB2P2	Testis
RP11-432M8.17	Testis
RP11-546M21.6	Testis
AL138935.1	Testis
RP5-1007G16.1	Testis
RP5-930J4.2	Testis
RP11-112H10.6	Testis
RP11-809N8.5	Heart - Left Ventricle
AC012414.1	Testis
MIR1257	Ovary
RP5-855F14.2	Testis
RPL31P57	Testis
XXbac-B33L19.3	Testis
AC111186.1	Liver
PBOV1	Brain - Cerebellum
IGLVI-63	Spleen
AC092933.3	Testis
HSP90AB2P	Testis
RP11-810P12.5	Testis
AF165138.7	Pituitary
ARL2BPP3	Testis
RP11-810P12.1	Pancreas
RP11-355E10.1	Testis
DSCAM-AS1	Prostate
RP11-593F5.2	Testis
PRSS48	Testis
AC005740.4	Testis
RP11-162D9.3	Testis
MTND4P29	Testis
GLT6D1	Testis
RP5-1027O15.1	Testis
AC079807.1	Testis
RP4-662A9.2	Testis
RP11-393B14.2	Testis
IQCA1P1	Testis
AC016909.1	Testis
CTC-339D2.1	Testis
NIP7P2	Testis
OR8B10P	Testis
OOEP-AS1	Testis
RP11-481C4.1	Testis
RP11-310P5.1	Testis
RP11-123C5.5	Testis
RN7SKP274	Testis
RPL5P14	Testis
RN7SL337P	Cells - EBV-transformed lymphocytes
BCRP5	Testis
C17orf74	Testis
BCRP6	Testis
HMGN1P36	Cells - EBV-transformed lymphocytes
HMGN1P37	Spleen
AC074367.1	Brain - Cerebellum
RP11-522N14.2	Testis
ZPBP	Testis
RP3-466I7.1	Testis
RP11-769N22.1	Testis
OR5AK2	Spleen
RN7SL161P	Testis
RP11-554E23.2	Testis
RP11-554E23.3	Testis
AC006076.1	Testis
MKNK2P1	Testis
RP11-414C16.1	Pituitary
RP11-479J7.1	Testis
FOXP1-IT1	Testis
PLS1-AS1	Testis
EIF4A1P1	Spleen
RP4-784A16.4	Testis
RP11-1O10.1	Testis
OR2B4P	Testis
RP11-101E19.7	Testis
AC092619.1	Testis
QRSL1P3	Cervix - Endocervix
RP11-101E19.8	Testis
AC010745.3	Testis
AC010745.2	Testis
RN7SKP87	Testis
RN7SKP86	Brain - Cerebellum
RN7SKP84	Testis
IFNL1	Spleen
IFNL2	Testis
IFNL3	Testis
RP11-110L15.2	Minor Salivary Gland
AL161452.1	Testis
RP11-566K11.4	Testis
RP11-419L4.1	Testis
RNU6-1266P	Testis
RP11-348H3.5	Cells - EBV-transformed lymphocytes
LINC00529	Testis
RP11-366L20.4	Testis
CTD-2552K11.2	Testis
RP11-366L20.3	Cells - Transformed fibroblasts
RP11-163G10.4	Testis
RNU6-36P	Testis
RP11-662J14.1	Testis
ANHX	Testis
RP11-662J14.2	Testis
MIR548AA1	Cells - EBV-transformed lymphocytes
RPL23AP83	Cervix - Endocervix
RP11-322D14.1	Spleen
RP11-419M24.1	Testis
RP11-419M24.6	Testis
RP11-419M24.4	Testis
RP11-236P13.1	Testis
AC010091.4	Testis
RP11-242O24.3	Testis
RP11-856M7.4	Testis
RP11-856M7.1	Testis
U51244.2	Testis
CHCHD4P2	Testis
RP11-472K22.1	Testis
HNRNPA1P22	Nerve - Tibial
WFDC10A	Testis
HNRNPA1P26	Colon - Transverse
RP1-302D9.1	Testis
RP1-302D9.2	Testis
RP11-420J11.2	Testis
OR14A16	Testis
SRGAP3-AS1	Testis
RP11-322I2.1	Testis
RP11-684B21.1	Testis
RP11-344H11.5	Pituitary
RP11-554K11.2	Testis
HBZP1	Testis
RP11-576N17.3	Testis
LDHAL6CP	Testis
RP11-751A18.1	Adrenal Gland
RP11-231G15.3	Testis
FMO8P	Bladder
CTA-503F6.2	Ovary
RP11-112L6.2	Testis
RP4-591L5.1	Testis
FNTAL1	Brain - Spinal cord (cervical c-1)
RP11-618M23.1	Testis
CTD-2507G9.1	Adipose - Subcutaneous
RP11-618M23.4	Testis
AC005042.3	Testis
APOL5	Testis
CTC-539A10.7	Testis
DDX11L8	Testis
DDX11L1	Testis
DDX11L5	Testis
GS1-251I9.2	Testis
AC006050.2	Testis
FAM92A1P2	Testis
RP11-717I24.1	Testis
RP11-219G17.4	Spleen
RP11-335K5.2	Testis
RP11-114H21.2	Cells - Transformed fibroblasts
RP11-174O3.1	Testis
RP11-100L22.3	Testis
OACYLP	Prostate
RNU4-53P	Minor Salivary Gland
KCNA10	Testis
RPS23P10	Whole Blood
RP11-478K7.2	Testis
AC005488.11	Testis
RANBP20P	Testis
GCM2	Testis
RP11-202G18.1	Testis
AF015720.3	Testis
ATP5J2-PTCD1	Testis
AC009505.4	Testis
RP11-473E2.2	Testis
RP11-179A16.2	Testis
SLC9B1P4	Testis
RP5-827O9.1	Testis
RP11-430A19.2	Uterus
RP11-617I14.1	Testis
TPM4P1	Testis
RP11-78F17.1	Testis
BASP1P1	Kidney - Cortex
AC002519.6	Testis
RP11-346J10.1	Testis
RP11-78F17.3	Testis
RP11-117D22.1	Testis
CTB-39G8.2	Lung
TMED7	Testis
SNORA70G	Skin - Not Sun Exposed (Suprapubic)
RN7SKP106	Pituitary
RN7SKP108	Testis
LINC01022	Testis
RPL17P46	Testis
LINC01029	Testis
RPL17P42	Cervix - Endocervix
RP11-527D15.1	Testis
PIWIL3	Testis
PCCA-AS1	Testis
AC074008.1	Testis
AC079613.1	Testis
CYP2G2P	Testis
RP11-108B14.5	Testis
RP11-1007G5.2	Testis
RP1-253B10.1	Testis
AP005901.1	Testis
RP11-455J15.1	Testis
RP11-158A14.1	Testis
AC104777.2	Testis
AC104777.3	Testis
RN7SL142P	Testis
TAAR3	Liver
RP11-351O2.2	Stomach
PHBP7	Testis
RP11-425D10.1	Testis
RP11-320A16.1	Testis
RP11-631F7.2	Testis
IGHV3-32	Testis
IGHV3-38	Testis
CTD-2046I8.1	Testis
RP11-556I14.1	Kidney - Cortex
RP11-30P6.1	Testis
GABARAPL3	Testis
TRBV12-1	Pancreas
RP11-863N1.4	Testis
RP11-404K5.4	Testis
RP11-202I11.2	Testis
RP11-460B17.3	Testis
NPM1P31	Testis
EEF1A1P4	Cells - EBV-transformed lymphocytes
EEF1A1P1	Testis
RP11-536N17.1	Testis
AC010096.1	Testis
AC010096.2	Testis
RP11-621L6.2	Heart - Atrial Appendage
AC000111.3	Pancreas
AC000111.6	Pancreas
AC000111.5	Pancreas
RP1-257A15.1	Testis
RP11-483H20.6	Testis
RP11-857B24.1	Testis
NPAP1P3	Testis
NPAP1P2	Testis
RP11-809H16.4	Testis
NPAP1P4	Testis
NPAP1P6	Testis
CTD-2291D10.1	Testis
RP5-968D22.3	Liver
RP11-526D8.7	Testis
CTD-2060C23.1	Testis
RP11-454C18.2	Testis
AC012370.3	Testis
RP11-561B11.1	Esophagus - Mucosa
RNU2-46P	Brain - Cerebellum
XKR3	Testis
RP11-53B5.1	Testis
RP11-168K11.3	Testis
CCER1	Testis
RP11-329E24.6	Testis
RP4-614N24.1	Testis
RP11-452N4.1	Testis
RP1-97G4.1	Testis
AC017104.4	Testis
AC017104.2	Testis
HMGN1P17	Kidney - Cortex
HMGN1P15	Brain - Cerebellum
RP11-70F11.2	Testis
DIAPH3-AS2	Testis
RP11-25H11.1	Testis
MRPS11P1	Testis
OR4Q1P	Testis
RP11-159H10.1	Cells - EBV-transformed lymphocytes
RP11-652G5.1	Testis
RP11-208K4.1	Kidney - Cortex
RP11-794M8.1	Testis
CTD-2586B10.1	Testis
SLC25A51P1	Testis
SULT1C3	Small Intestine - Terminal Ileum
RP11-148B18.1	Testis
AC090018.1	Testis
RP11-414H23.3	Whole Blood
AC010525.2	Testis
VN1R25P	Testis
TFDP3	Testis
RP11-243E13.2	Testis
RN7SL513P	Adrenal Gland
RP11-274M17.3	Testis
RP11-634B7.5	Testis
RP11-634B7.4	Testis
AC126365.1	Testis
RP11-521E5.1	Testis
RP11-510M2.1	Testis
RP11-394B5.2	Testis
TRBV7-7	Testis
RPL13P	Testis
LINC00508	Testis
FXYD6P2	Testis
LINC00052	Pituitary
LINC00502	Testis
RNU6-967P	Spleen
RP11-34N19.1	Testis
NANOGNB	Testis
MIR3907	Thyroid
RP11-543E8.2	Testis
RP6-99M1.1	Testis
RP11-118H17.1	Testis
RP11-719K4.7	Testis
IGLV3-6	Spleen
CALR3	Testis
PRELID1P3	Brain - Cerebellum
RP11-1109M24.9	Testis
RP11-1109M24.8	Testis
RP11-1109M24.5	Testis
RP11-1109M24.7	Testis
ATP5F1P7	Testis
C8A	Liver
RP5-991O23.1	Testis
RP11-678G14.5	Testis
RN7SL394P	Brain - Cerebellar Hemisphere
UCN2	Nerve - Tibial
C1orf185	Testis
RP11-268I9.3	Testis
OR51H1P	Testis
ABCB10P1	Testis
RP11-543H12.1	Testis
RP11-285M22.1	Testis
RP11-103B5.2	Testis
RP4-753D4.2	Testis
RP11-245M24.1	Cells - Transformed fibroblasts
RP11-495P10.5	Testis
RP11-495P10.4	Testis
CLDN25	Pituitary
RP11-236J17.3	Testis
RP3-355L5.3	Muscle - Skeletal
RP11-449J1.1	Testis
ZNF716	Testis
RP11-321E8.1	Testis
RP11-321E8.4	Testis
CTB-26E19.1	Testis
ASB17	Testis
RP11-139J15.5	Testis
RP11-874G11.1	Testis
AC022153.1	Testis
OR8G7P	Testis
C18orf63	Testis
RP11-779O18.1	Testis
RP11-63E16.1	Testis
RP11-262A12.1	Testis
RP11-753B7.2	Whole Blood
RP11-307P5.1	Testis
RP11-307P5.2	Testis
CTD-2236F14.1	Testis
RP11-466G12.3	Testis
RP11-89K22.1	Testis
CT64	Testis
AC019068.2	Artery - Tibial
CT60	Testis
AC005304.1	Testis
AC114814.3	Testis
OR2T3	Cells - EBV-transformed lymphocytes
RP11-121L11.2	Testis
RP11-121L11.3	Testis
CTA-384D8.31	Kidney - Cortex
RP11-673P17.4	Testis
RP11-31L22.3	Testis
OR2U2P	Testis
ZBTB20-AS3	Testis
RPS12P2	Cervix - Endocervix
CTD-3239E11.2	Testis
CTD-2008P7.6	Testis
CTD-2008P7.5	Testis
AC010733.4	Testis
RP11-375O18.2	Testis
RP11-233E12.1	Testis
RP11-562F9.1	Testis
AC010492.4	Spleen
RP3-503A6.2	Testis
RNA5SP260	Spleen
PRICKLE2-AS2	Testis
KRT128P	Skin - Sun Exposed (Lower leg)
RP11-461O14.3	Brain - Cortex
RP1-153P14.5	Cells - EBV-transformed lymphocytes
AP000350.7	Testis
RP1-153P14.3	Cells - EBV-transformed lymphocytes
RP11-297L17.4	Testis
RP1-153P14.8	Cells - EBV-transformed lymphocytes
RP11-297L17.3	Testis
RP11-433A10.2	Testis
CCDC105	Testis
RP11-202K23.1	Testis
RP11-434D2.10	Testis
RP11-434D2.12	Testis
RP11-760L24.1	Testis
HNRNPKP4	Cells - EBV-transformed lymphocytes
RP11-259P1.1	Testis
CHRNA9	Skin - Sun Exposed (Lower leg)
RP11-95I16.2	Lung
RP11-143N13.1	Liver
PLAC1L	Testis
RP11-272B17.1	Testis
RP11-521D12.2	Testis
RP11-945A11.1	Testis
RP11-945A11.2	Testis
LINC01046	Testis
LINC01044	Testis
RP11-423H2.5	Testis
CASC17	Testis
LINC01043	Testis
LINC01040	Testis
RP11-659O3.1	Testis
LINC01049	Testis
CD46P1	Spleen
RP11-386I8.6	Testis
MYO16-AS2	Testis
RP11-713N11.5	Cells - EBV-transformed lymphocytes
RP11-1197K16.2	Testis
RP11-1042B17.2	Pituitary
RP11-94B19.4	Testis
RP11-94B19.5	Testis
RP11-94B19.7	Testis
RP11-94B19.1	Testis
RP11-94B19.2	Testis
RP11-94B19.3	Testis
RP11-293M10.2	Testis
CTD-3046C4.1	Testis
RP11-293M10.4	Testis
PCED1CP	Testis
RP11-98L5.2	Adrenal Gland
CTC-505O3.2	Liver
AC107070.1	Testis
LINC00311	Muscle - Skeletal
XXbac-BPG181B23.4	Testis
C3orf84	Testis
FTMT	Testis
RP11-152L7.2	Testis
MRGPRG-AS1	Testis
RP11-123O10.3	Testis
VRTN	Testis
RP11-93O17.2	Testis
RP11-93O17.1	Testis
AC072061.2	Testis
NPM1P50	Testis
NPM1P52	Testis
RP11-102N12.2	Testis
RP11-905K4.1	Testis
OSBPL10-AS1	Testis
RP5-1042K10.10	Testis
RP11-1007O24.3	Testis
RP11-293E1.1	Testis
RP11-293E1.2	Testis
RP11-963H4.5	Testis
RP11-408E1.1	Testis
CTA-398F10.1	Testis
AC093627.11	Adrenal Gland
RP11-158I9.7	Testis
CTD-2189E23.2	Cervix - Endocervix
PABPC1P2	Testis
CTD-2568P8.1	Testis
CTD-2034I4.2	Testis
AC090505.4	Testis
AC090505.6	Testis
AC090505.1	Testis
RP11-123G9.1	Testis
RP11-93K22.1	Testis
RP11-49L2.1	Testis
SSMEM1	Testis
AC004112.4	Testis
AC004112.7	Testis
RN7SL587P	Whole Blood
RP11-876F14.1	Testis
OR2H1	Testis
RP11-26N15.2	Testis
CTC-457E21.9	Testis
CTC-457E21.4	Testis
CTC-457E21.6	Testis
RP11-164C12.1	Testis
CTC-457E21.3	Testis
RP11-164C12.2	Testis
AC004941.3	Testis
RP4-564O4.1	Testis
AC015923.1	Testis
AC068542.1	Testis
RP11-1360M22.2	Testis
AC006552.1	Spleen
XXbac-BCX196D17.5	Testis
FAM71E2	Testis
AC083864.3	Testis
RP11-286N3.1	Testis
RP11-286N3.2	Testis
AC092839.3	Testis
RP11-748C4.1	Testis
CTA-85E5.7	Testis
RP11-1C1.5	Testis
RP11-354K1.2	Adrenal Gland
AC073135.3	Testis
RP11-244B22.6	Testis
RP11-244B22.7	Testis
RP11-244B22.5	Testis
RP11-244B22.3	Testis
RP11-563D10.1	Liver
RP11-98C1.2	Testis
RP11-98C1.1	Testis
GS1-124K5.7	Testis
RP11-440K22.1	Pituitary
RPS26P55	Cervix - Endocervix
DDX39BP1	Cervix - Ectocervix
RP11-308K2.1	Testis
AP003774.5	Testis
TUBBP8	Testis
RNY3P7	Esophagus - Mucosa
AC073628.1	Testis
RP13-539J13.1	Testis
hsa-mir-3180-4	Testis
LINC00692	Testis
TRIM60P16	Testis
RP11-434E6.2	Testis
AP005530.1	Testis
CTC-421K24.1	Nerve - Tibial
OR5AC4P	Testis
RNU6-423P	Cells - EBV-transformed lymphocytes
AL035610.2	Esophagus - Muscularis
RP11-48F14.2	Cells - EBV-transformed lymphocytes
RP11-640A1.3	Testis
DEFA11P	Small Intestine - Terminal Ileum
RP11-280K24.1	Testis
CTD-2015H6.1	Testis
RP11-280K24.4	Testis
AC060834.3	Testis
RP11-406D1.2	Testis
RP11-778J15.1	Testis
RN7SL121P	Spleen
HIGD1AP17	Testis
CTC-276P9.2	Testis
CTC-276P9.3	Testis
RP11-248I9.2	Testis
RP11-379P15.1	Testis
RP11-455B2.9	Testis
CTD-3214H19.4	Testis
AL672294.1	Testis
RP11-65N13.8	Testis
RP11-1084E5.1	Adipose - Subcutaneous
ARHGAP26-AS1	Testis
RP11-429H9.4	Testis
ESX1	Testis
RP11-492L8.2	Testis
RP11-120E13.1	Testis
RP11-410D17.2	Testis
RP11-412H8.2	Minor Salivary Gland
RP11-444J21.2	Testis
RP11-533E19.2	Testis
CTC-453G23.4	Testis
C1DP4	Brain - Cerebellar Hemisphere
RP11-360P21.2	Testis
MIR1179	Pituitary
MDGA2	Testis
AC099552.4	Cells - EBV-transformed lymphocytes
AC099552.2	Testis
GS1-122H1.1	Testis
GS1-122H1.2	Testis
RP11-958J22.3	Testis
