gene	specific process	GOterm	function
Abhd5	lipid metabolism	GO:0006629	 lipid metabolic process 
Abhd5	lipid metabolism	GO:0008654	 phospholipid biosynthetic process 
Abhd6	lipid metabolism	GO:0009395	 phospholipid catabolic process 
Acaa1a	lipid metabolism	GO:0006629	 lipid metabolic process 
Acaa1b	lipid metabolism	GO:0006629	 lipid metabolic process 
Acaa2	lipid metabolism	GO:0006629	 lipid metabolic process 
Acaca	lipid metabolism	GO:0006629	 lipid metabolic process 
Acacb	lipid metabolism	GO:0006629	 lipid metabolic process 
Acadl	lipid metabolism	GO:0006629	 lipid metabolic process 
Acadm	lipid metabolism	GO:0006629	 lipid metabolic process 
Acads	lipid metabolism	GO:0006629	 lipid metabolic process 
Acadsb	lipid metabolism	GO:0006629	 lipid metabolic process 
Acadvl	lipid metabolism	GO:0006629	 lipid metabolic process 
Acap1	lipid metabolism	GO:0006629	 lipid metabolic process 
Acap1	lipid metabolism	GO:0016042	 lipid catabolic process 
Acbd3	lipid metabolism	GO:0006629	 lipid metabolic process 
Acbd5	lipid metabolism	GO:0008289	 lipid binding 
Acbd6	lipid metabolism	GO:0008289	 lipid binding 
Acbd7	lipid metabolism	GO:0008289	 lipid binding 
Acer1	lipid metabolism	GO:0006629	 lipid metabolic process 
Acer1	lipid metabolism	GO:0006665	 sphingolipid metabolic process 
Acer2	lipid metabolism	GO:0006629	 lipid metabolic process 
Acly	lipid metabolism	GO:0006629	 lipid metabolic process 
Acly	lipid metabolism	GO:0008610	 lipid biosynthetic process 
Acnat1	lipid metabolism	GO:0006629	 lipid metabolic process 
Acnat2	lipid metabolism	GO:0006629	 lipid metabolic process 
Acot11	lipid metabolism	GO:0008289	 lipid binding 
Acot12	lipid metabolism	GO:0006629	 lipid metabolic process 
Acot12	lipid metabolism	GO:0008289	 lipid binding 
Acox1	lipid metabolism	GO:0006629	 lipid metabolic process 
Acox2	lipid metabolism	GO:0006629	 lipid metabolic process 
Acox3	lipid metabolism	GO:0006629	 lipid metabolic process 
Acp6	lipid metabolism	GO:0006629	 lipid metabolic process 
Acsbg1	lipid metabolism	GO:0006629	 lipid metabolic process 
Acsbg2	lipid metabolism	GO:0006629	 lipid metabolic process 
Acsf2	lipid metabolism	GO:0006629	 lipid metabolic process 
Acsf3	lipid metabolism	GO:0006629	 lipid metabolic process 
Acsl1	lipid metabolism	GO:0006629	 lipid metabolic process 
Acsl1	lipid metabolism	GO:0008610	 lipid biosynthetic process 
Acsl3	lipid metabolism	GO:0005811	 lipid particle 
Acsl3	lipid metabolism	GO:0006629	 lipid metabolic process 
Acsl4	lipid metabolism	GO:0005811	 lipid particle 
Acsl4	lipid metabolism	GO:0006629	 lipid metabolic process 
Acsl4	lipid metabolism	GO:0008610	 lipid biosynthetic process 
Acsl5	lipid metabolism	GO:0006629	 lipid metabolic process 
Acsl5	lipid metabolism	GO:0008654	 phospholipid biosynthetic process 
Acsl6	lipid metabolism	GO:0006629	 lipid metabolic process 
Acsl6	lipid metabolism	GO:0008654	 phospholipid biosynthetic process 
Acsm1	lipid metabolism	GO:0006629	 lipid metabolic process 
Acsm2	lipid metabolism	GO:0006629	 lipid metabolic process 
Acsm3	lipid metabolism	GO:0006629	 lipid metabolic process 
Acsm4	lipid metabolism	GO:0006629	 lipid metabolic process 
Acsm5	lipid metabolism	GO:0006629	 lipid metabolic process 
Acss2	lipid metabolism	GO:0008610	 lipid biosynthetic process 
Adipor1	lipid metabolism	GO:0006629	 lipid metabolic process 
Adipor2	lipid metabolism	GO:0006629	 lipid metabolic process 
Adora1	lipid metabolism	GO:0016042	 lipid catabolic process 
Agpat1	lipid metabolism	GO:0006629	 lipid metabolic process 
Agpat1	lipid metabolism	GO:0008654	 phospholipid biosynthetic process 
Agpat2	lipid metabolism	GO:0006629	 lipid metabolic process 
Agpat2	lipid metabolism	GO:0008654	 phospholipid biosynthetic process 
Agpat3	lipid metabolism	GO:0006629	 lipid metabolic process 
Agpat3	lipid metabolism	GO:0008654	 phospholipid biosynthetic process 
Agpat4	lipid metabolism	GO:0006629	 lipid metabolic process 
Agpat4	lipid metabolism	GO:0008654	 phospholipid biosynthetic process 
Agpat5	lipid metabolism	GO:0006629	 lipid metabolic process 
Agpat5	lipid metabolism	GO:0008654	 phospholipid biosynthetic process 
Agpat9	lipid metabolism	GO:0006629	 lipid metabolic process 
Agpat9	lipid metabolism	GO:0008654	 phospholipid biosynthetic process 
Agps	lipid metabolism	GO:0006629	 lipid metabolic process 
Agps	lipid metabolism	GO:0008610	 lipid biosynthetic process 
Aifm2	lipid metabolism	GO:0005811	 lipid particle 
Akap1	lipid metabolism	GO:0005811	 lipid particle 
Akr1c21	lipid metabolism	GO:0006629	 lipid metabolic process 
Akr1c6	lipid metabolism	GO:0006629	 lipid metabolic process 
Akr1d1	lipid metabolism	GO:0006629	 lipid metabolic process 
Akr1d1	lipid metabolism	GO:0016042	 lipid catabolic process 
Alb	lipid metabolism	GO:0008289	 lipid binding 
Aldh3b2	lipid metabolism	GO:0005811	 lipid particle 
Alms1	lipid metabolism	GO:0006629	 lipid metabolic process 
Alox12	lipid metabolism	GO:0006629	 lipid metabolic process 
Alox12b	lipid metabolism	GO:0006629	 lipid metabolic process 
Alox12b	lipid metabolism	GO:0006665	 sphingolipid metabolic process 
Alox12e	lipid metabolism	GO:0006629	 lipid metabolic process 
Alox15	lipid metabolism	GO:0005811	 lipid particle 
Alox15	lipid metabolism	GO:0006629	 lipid metabolic process 
Alox15	lipid metabolism	GO:0008289	 lipid binding 
Alox8	lipid metabolism	GO:0006629	 lipid metabolic process 
Alox8	lipid metabolism	GO:0008289	 lipid binding 
Aloxe3	lipid metabolism	GO:0006629	 lipid metabolic process 
Aloxe3	lipid metabolism	GO:0006665	 sphingolipid metabolic process 
Amer1	lipid metabolism	GO:0008289	 lipid binding 
Amer2	lipid metabolism	GO:0008289	 lipid binding 
Amer3	lipid metabolism	GO:0008289	 lipid binding 
Angptl3	lipid metabolism	GO:0006629	 lipid metabolic process 
Angptl3	lipid metabolism	GO:0009395	 phospholipid catabolic process 
Angptl8	lipid metabolism	GO:0006629	 lipid metabolic process 
Ano3	lipid metabolism	GO:0006869	 lipid transport 
Ano4	lipid metabolism	GO:0006869	 lipid transport 
Ano6	lipid metabolism	GO:0006869	 lipid transport 
Ano7	lipid metabolism	GO:0006869	 lipid transport 
Ano9	lipid metabolism	GO:0006869	 lipid transport 
Anxa1	lipid metabolism	GO:0005544	 calcium-dependent phospholipid binding 
Anxa10	lipid metabolism	GO:0005544	 calcium-dependent phospholipid binding 
Anxa11	lipid metabolism	GO:0005544	 calcium-dependent phospholipid binding 
Anxa13	lipid metabolism	GO:0005544	 calcium-dependent phospholipid binding 
Anxa2	lipid metabolism	GO:0005544	 calcium-dependent phospholipid binding 
Anxa2	lipid metabolism	GO:0005811	 lipid particle 
Anxa3	lipid metabolism	GO:0005544	 calcium-dependent phospholipid binding 
Anxa4	lipid metabolism	GO:0005544	 calcium-dependent phospholipid binding 
Anxa5	lipid metabolism	GO:0005544	 calcium-dependent phospholipid binding 
Anxa6	lipid metabolism	GO:0005544	 calcium-dependent phospholipid binding 
Anxa6	lipid metabolism	GO:0008289	 lipid binding 
Anxa7	lipid metabolism	GO:0005544	 calcium-dependent phospholipid binding 
Anxa8	lipid metabolism	GO:0005544	 calcium-dependent phospholipid binding 
Anxa9	lipid metabolism	GO:0005544	 calcium-dependent phospholipid binding 
Ap2a2	lipid metabolism	GO:0008289	 lipid binding 
Ap2m1	lipid metabolism	GO:0008289	 lipid binding 
Apoa1	lipid metabolism	GO:0006629	 lipid metabolic process 
Apoa1	lipid metabolism	GO:0006869	 lipid transport 
Apoa1	lipid metabolism	GO:0008289	 lipid binding 
Apoa2	lipid metabolism	GO:0006869	 lipid transport 
Apoa2	lipid metabolism	GO:0008289	 lipid binding 
Apoa2	lipid metabolism	GO:0009395	 phospholipid catabolic process 
Apoa4	lipid metabolism	GO:0006869	 lipid transport 
Apoa4	lipid metabolism	GO:0008289	 lipid binding 
Apoa5	lipid metabolism	GO:0006869	 lipid transport 
Apoa5	lipid metabolism	GO:0008289	 lipid binding 
Apob	lipid metabolism	GO:0006629	 lipid metabolic process 
Apob	lipid metabolism	GO:0006869	 lipid transport 
Apob	lipid metabolism	GO:0008289	 lipid binding 
Apob	lipid metabolism	GO:0016042	 lipid catabolic process 
Apobr	lipid metabolism	GO:0006629	 lipid metabolic process 
Apobr	lipid metabolism	GO:0006869	 lipid transport 
Apoc1	lipid metabolism	GO:0006869	 lipid transport 
Apoc2	lipid metabolism	GO:0008289	 lipid binding 
Apoc3	lipid metabolism	GO:0006629	 lipid metabolic process 
Apoc3	lipid metabolism	GO:0006869	 lipid transport 
Apoc3	lipid metabolism	GO:0008289	 lipid binding 
Apoc3	lipid metabolism	GO:0016042	 lipid catabolic process 
Apoc4	lipid metabolism	GO:0006869	 lipid transport 
Apod	lipid metabolism	GO:0006629	 lipid metabolic process 
Apod	lipid metabolism	GO:0008289	 lipid binding 
Apoe	lipid metabolism	GO:0006629	 lipid metabolic process 
Apoe	lipid metabolism	GO:0006869	 lipid transport 
Apoe	lipid metabolism	GO:0008289	 lipid binding 
Apof	lipid metabolism	GO:0006629	 lipid metabolic process 
Apof	lipid metabolism	GO:0006869	 lipid transport 
Apoh	lipid metabolism	GO:0008289	 lipid binding 
Apom	lipid metabolism	GO:0006869	 lipid transport 
Ar	lipid metabolism	GO:0008289	 lipid binding 
Arhgef5	lipid metabolism	GO:0008289	 lipid binding 
Arv1	lipid metabolism	GO:0006629	 lipid metabolic process 
Arv1	lipid metabolism	GO:0006665	 sphingolipid metabolic process 
Asah1	lipid metabolism	GO:0006629	 lipid metabolic process 
Asah2	lipid metabolism	GO:0006629	 lipid metabolic process 
Asah2	lipid metabolism	GO:0006665	 sphingolipid metabolic process 
Aspg	lipid metabolism	GO:0006629	 lipid metabolic process 
Aspg	lipid metabolism	GO:0016042	 lipid catabolic process 
Atg2a	lipid metabolism	GO:0005811	 lipid particle 
Atg2b	lipid metabolism	GO:0005811	 lipid particle 
Atp10a	lipid metabolism	GO:0006869	 lipid transport 
Atp11a	lipid metabolism	GO:0006869	 lipid transport 
Atp11c	lipid metabolism	GO:0006869	 lipid transport 
Atp5a1	lipid metabolism	GO:0006629	 lipid metabolic process 
Atp5b	lipid metabolism	GO:0006629	 lipid metabolic process 
Atp5g1	lipid metabolism	GO:0008289	 lipid binding 
Atp5g2	lipid metabolism	GO:0008289	 lipid binding 
Atp5g3	lipid metabolism	GO:0008289	 lipid binding 
Atp8a1	lipid metabolism	GO:0006869	 lipid transport 
Atp8a2	lipid metabolism	GO:0006869	 lipid transport 
Atp8b1	lipid metabolism	GO:0006869	 lipid transport 
Atp8b2	lipid metabolism	GO:0006869	 lipid transport 
Atp8b3	lipid metabolism	GO:0006869	 lipid transport 
Atp8b5	lipid metabolism	GO:0006869	 lipid transport 
Awat1	lipid metabolism	GO:0006629	 lipid metabolic process 
Awat2	lipid metabolism	GO:0006629	 lipid metabolic process 
Baat	lipid metabolism	GO:0006629	 lipid metabolic process 
Bad	lipid metabolism	GO:0008289	 lipid binding 
Baiap2l2	lipid metabolism	GO:0008289	 lipid binding 
Bax	lipid metabolism	GO:0008289	 lipid binding 
Bcap31	lipid metabolism	GO:0005811	 lipid particle 
Bpi	lipid metabolism	GO:0008289	 lipid binding 
Bpifa1	lipid metabolism	GO:0008289	 lipid binding 
Bpifa2	lipid metabolism	GO:0008289	 lipid binding 
Bpifa3	lipid metabolism	GO:0008289	 lipid binding 
Bpifa5	lipid metabolism	GO:0008289	 lipid binding 
Bpifb1	lipid metabolism	GO:0008289	 lipid binding 
Bpifb2	lipid metabolism	GO:0008289	 lipid binding 
Bpifb3	lipid metabolism	GO:0008289	 lipid binding 
Bpifb4	lipid metabolism	GO:0008289	 lipid binding 
Bpifb6	lipid metabolism	GO:0008289	 lipid binding 
Bpifc	lipid metabolism	GO:0008289	 lipid binding 
Brca1	lipid metabolism	GO:0006629	 lipid metabolic process 
Bscl2	lipid metabolism	GO:0006629	 lipid metabolic process 
Bscl2	lipid metabolism	GO:0016042	 lipid catabolic process 
Btk	lipid metabolism	GO:0008289	 lipid binding 
C2cd4a	lipid metabolism	GO:0005544	 calcium-dependent phospholipid binding 
C2cd4b	lipid metabolism	GO:0005544	 calcium-dependent phospholipid binding 
C2cd4c	lipid metabolism	GO:0005544	 calcium-dependent phospholipid binding 
C2cd4d	lipid metabolism	GO:0005544	 calcium-dependent phospholipid binding 
C2cd5	lipid metabolism	GO:0005544	 calcium-dependent phospholipid binding 
C2cd5	lipid metabolism	GO:0008289	 lipid binding 
C3	lipid metabolism	GO:0006629	 lipid metabolic process 
C3	lipid metabolism	GO:0008289	 lipid binding 
Cadps	lipid metabolism	GO:0008289	 lipid binding 
Cadps2	lipid metabolism	GO:0008289	 lipid binding 
Cav1	lipid metabolism	GO:0005811	 lipid particle 
Cav2	lipid metabolism	GO:0005811	 lipid particle 
Cbr4	lipid metabolism	GO:0006629	 lipid metabolic process 
Cd36	lipid metabolism	GO:0008289	 lipid binding 
Cd55	lipid metabolism	GO:0008289	 lipid binding 
Cd55b	lipid metabolism	GO:0008289	 lipid binding 
Cdipt	lipid metabolism	GO:0006629	 lipid metabolic process 
Cdipt	lipid metabolism	GO:0008654	 phospholipid biosynthetic process 
Cdk5r2	lipid metabolism	GO:0008289	 lipid binding 
Cds1	lipid metabolism	GO:0006629	 lipid metabolic process 
Cds1	lipid metabolism	GO:0008654	 phospholipid biosynthetic process 
Cds2	lipid metabolism	GO:0006629	 lipid metabolic process 
Cds2	lipid metabolism	GO:0008654	 phospholipid biosynthetic process 
Cel	lipid metabolism	GO:0006629	 lipid metabolic process 
Cel	lipid metabolism	GO:0016042	 lipid catabolic process 
Cept1	lipid metabolism	GO:0006629	 lipid metabolic process 
Cept1	lipid metabolism	GO:0008654	 phospholipid biosynthetic process 
Cers2	lipid metabolism	GO:0006629	 lipid metabolic process 
Cers3	lipid metabolism	GO:0006629	 lipid metabolic process 
Cers4	lipid metabolism	GO:0006629	 lipid metabolic process 
Cers5	lipid metabolism	GO:0006629	 lipid metabolic process 
Cers5	lipid metabolism	GO:0006665	 sphingolipid metabolic process 
Cers6	lipid metabolism	GO:0006629	 lipid metabolic process 
Ces1d	lipid metabolism	GO:0005811	 lipid particle 
Ces1d	lipid metabolism	GO:0006629	 lipid metabolic process 
Ces1d	lipid metabolism	GO:0016042	 lipid catabolic process 
Ces1f	lipid metabolism	GO:0005811	 lipid particle 
Ch25h	lipid metabolism	GO:0006629	 lipid metabolic process 
Chka	lipid metabolism	GO:0006629	 lipid metabolic process 
Chka	lipid metabolism	GO:0008654	 phospholipid biosynthetic process 
Chkb	lipid metabolism	GO:0006629	 lipid metabolic process 
Chkb	lipid metabolism	GO:0008654	 phospholipid biosynthetic process 
Chpt1	lipid metabolism	GO:0006629	 lipid metabolic process 
Chpt1	lipid metabolism	GO:0008654	 phospholipid biosynthetic process 
Cidea	lipid metabolism	GO:0005811	 lipid particle 
Cidea	lipid metabolism	GO:0006629	 lipid metabolic process 
Cideb	lipid metabolism	GO:0005811	 lipid particle 
Cidec	lipid metabolism	GO:0005811	 lipid particle 
Ckap4	lipid metabolism	GO:0005811	 lipid particle 
Clint1	lipid metabolism	GO:0008289	 lipid binding 
Clps	lipid metabolism	GO:0006629	 lipid metabolic process 
Clps	lipid metabolism	GO:0016042	 lipid catabolic process 
Clpsl2	lipid metabolism	GO:0016042	 lipid catabolic process 
Clvs1	lipid metabolism	GO:0008289	 lipid binding 
Clvs2	lipid metabolism	GO:0008289	 lipid binding 
Cnep1r1	lipid metabolism	GO:0006629	 lipid metabolic process 
Col4a3bp	lipid metabolism	GO:0006869	 lipid transport 
Col4a3bp	lipid metabolism	GO:0008289	 lipid binding 
Coq9	lipid metabolism	GO:0008289	 lipid binding 
Cpne3	lipid metabolism	GO:0005544	 calcium-dependent phospholipid binding 
Cpt1a	lipid metabolism	GO:0006629	 lipid metabolic process 
Cpt1b	lipid metabolism	GO:0006629	 lipid metabolic process 
Cpt1c	lipid metabolism	GO:0006629	 lipid metabolic process 
Cpt2	lipid metabolism	GO:0006629	 lipid metabolic process 
Cptp	lipid metabolism	GO:0006869	 lipid transport 
Cptp	lipid metabolism	GO:0008289	 lipid binding 
Crabp1	lipid metabolism	GO:0008289	 lipid binding 
Crabp2	lipid metabolism	GO:0008289	 lipid binding 
Crat	lipid metabolism	GO:0006629	 lipid metabolic process 
Crls1	lipid metabolism	GO:0006629	 lipid metabolic process 
Crls1	lipid metabolism	GO:0008654	 phospholipid biosynthetic process 
Crot	lipid metabolism	GO:0006629	 lipid metabolic process 
Cubn	lipid metabolism	GO:0006629	 lipid metabolic process 
Cyb5r1	lipid metabolism	GO:0006629	 lipid metabolic process 
Cyb5r2	lipid metabolism	GO:0006629	 lipid metabolic process 
Cyb5r3	lipid metabolism	GO:0006629	 lipid metabolic process 
Cyp11a1	lipid metabolism	GO:0006629	 lipid metabolic process 
Cyp1a2	lipid metabolism	GO:0006629	 lipid metabolic process 
Cyp21a1	lipid metabolism	GO:0008289	 lipid binding 
Cyp39a1	lipid metabolism	GO:0006629	 lipid metabolic process 
Cyp39a1	lipid metabolism	GO:0016042	 lipid catabolic process 
Cyp46a1	lipid metabolism	GO:0006629	 lipid metabolic process 
Cyp4v3	lipid metabolism	GO:0006629	 lipid metabolic process 
Cyp51	lipid metabolism	GO:0006629	 lipid metabolic process 
Cyp7a1	lipid metabolism	GO:0006629	 lipid metabolic process 
Cyp7b1	lipid metabolism	GO:0006629	 lipid metabolic process 
Cyth1	lipid metabolism	GO:0008289	 lipid binding 
Cyth2	lipid metabolism	GO:0008289	 lipid binding 
Cyth3	lipid metabolism	GO:0008289	 lipid binding 
Cyth4	lipid metabolism	GO:0008289	 lipid binding 
Dagla	lipid metabolism	GO:0006629	 lipid metabolic process 
Dagla	lipid metabolism	GO:0016042	 lipid catabolic process 
Daglb	lipid metabolism	GO:0006629	 lipid metabolic process 
Daglb	lipid metabolism	GO:0016042	 lipid catabolic process 
Dbi	lipid metabolism	GO:0008289	 lipid binding 
Dbil5	lipid metabolism	GO:0008289	 lipid binding 
Dctn6	lipid metabolism	GO:0008610	 lipid biosynthetic process 
Ddhd1	lipid metabolism	GO:0006629	 lipid metabolic process 
Ddhd1	lipid metabolism	GO:0016042	 lipid catabolic process 
Ddhd2	lipid metabolism	GO:0006629	 lipid metabolic process 
Ddhd2	lipid metabolism	GO:0016042	 lipid catabolic process 
Decr1	lipid metabolism	GO:0006629	 lipid metabolic process 
Decr2	lipid metabolism	GO:0006629	 lipid metabolic process 
Degs1	lipid metabolism	GO:0006629	 lipid metabolic process 
Degs2	lipid metabolism	GO:0006629	 lipid metabolic process 
Dennd1a	lipid metabolism	GO:0008289	 lipid binding 
Dgat2	lipid metabolism	GO:0005811	 lipid particle 
Dgat2	lipid metabolism	GO:0006629	 lipid metabolic process 
Dgat2l6	lipid metabolism	GO:0006629	 lipid metabolic process 
Dhcr24	lipid metabolism	GO:0006629	 lipid metabolic process 
Dhcr7	lipid metabolism	GO:0006629	 lipid metabolic process 
Dlc1	lipid metabolism	GO:0008289	 lipid binding 
Dnm1l	lipid metabolism	GO:0008289	 lipid binding 
Doc2a	lipid metabolism	GO:0005544	 calcium-dependent phospholipid binding 
Doc2b	lipid metabolism	GO:0005544	 calcium-dependent phospholipid binding 
Doc2g	lipid metabolism	GO:0005544	 calcium-dependent phospholipid binding 
Dok7	lipid metabolism	GO:0008289	 lipid binding 
Dolpp1	lipid metabolism	GO:0008610	 lipid biosynthetic process 
Dysf	lipid metabolism	GO:0005544	 calcium-dependent phospholipid binding 
Dysf	lipid metabolism	GO:0008289	 lipid binding 
Ebp	lipid metabolism	GO:0006629	 lipid metabolic process 
Ech1	lipid metabolism	GO:0006629	 lipid metabolic process 
Echdc2	lipid metabolism	GO:0006629	 lipid metabolic process 
Echs1	lipid metabolism	GO:0006629	 lipid metabolic process 
Eci1	lipid metabolism	GO:0006629	 lipid metabolic process 
Ehd1	lipid metabolism	GO:0005811	 lipid particle 
Ehd3	lipid metabolism	GO:0008289	 lipid binding 
Ehhadh	lipid metabolism	GO:0006629	 lipid metabolic process 
Elovl1	lipid metabolism	GO:0006629	 lipid metabolic process 
Elovl2	lipid metabolism	GO:0006629	 lipid metabolic process 
Elovl3	lipid metabolism	GO:0006629	 lipid metabolic process 
Elovl4	lipid metabolism	GO:0006629	 lipid metabolic process 
Elovl5	lipid metabolism	GO:0006629	 lipid metabolic process 
Elovl6	lipid metabolism	GO:0006629	 lipid metabolic process 
Elovl7	lipid metabolism	GO:0006629	 lipid metabolic process 
Enpp2	lipid metabolism	GO:0006629	 lipid metabolic process 
Enpp2	lipid metabolism	GO:0009395	 phospholipid catabolic process 
Enpp2	lipid metabolism	GO:0016042	 lipid catabolic process 
Enpp6	lipid metabolism	GO:0006629	 lipid metabolic process 
Enpp6	lipid metabolism	GO:0016042	 lipid catabolic process 
Ephx2	lipid metabolism	GO:0006629	 lipid metabolic process 
Epn1	lipid metabolism	GO:0008289	 lipid binding 
Epn2	lipid metabolism	GO:0008289	 lipid binding 
Epn3	lipid metabolism	GO:0008289	 lipid binding 
Erlin1	lipid metabolism	GO:0006629	 lipid metabolic process 
Erlin1	lipid metabolism	GO:0008289	 lipid binding 
Erlin2	lipid metabolism	GO:0006629	 lipid metabolic process 
Esr1	lipid metabolism	GO:0008289	 lipid binding 
Esr2	lipid metabolism	GO:0008289	 lipid binding 
Esyt1	lipid metabolism	GO:0006869	 lipid transport 
Esyt1	lipid metabolism	GO:0008289	 lipid binding 
Esyt2	lipid metabolism	GO:0005544	 calcium-dependent phospholipid binding 
Esyt2	lipid metabolism	GO:0006869	 lipid transport 
Esyt2	lipid metabolism	GO:0008289	 lipid binding 
Esyt3	lipid metabolism	GO:0006869	 lipid transport 
Esyt3	lipid metabolism	GO:0008289	 lipid binding 
Etnk1	lipid metabolism	GO:0006629	 lipid metabolic process 
Etnk1	lipid metabolism	GO:0008654	 phospholipid biosynthetic process 
Etnk2	lipid metabolism	GO:0006629	 lipid metabolic process 
Etnk2	lipid metabolism	GO:0008654	 phospholipid biosynthetic process 
Fa2h	lipid metabolism	GO:0006629	 lipid metabolic process 
Faah	lipid metabolism	GO:0008289	 lipid binding 
Fabp1	lipid metabolism	GO:0008289	 lipid binding 
Fabp12	lipid metabolism	GO:0008289	 lipid binding 
Fabp2	lipid metabolism	GO:0008289	 lipid binding 
Fabp3	lipid metabolism	GO:0008289	 lipid binding 
Fabp4	lipid metabolism	GO:0008289	 lipid binding 
Fabp5	lipid metabolism	GO:0006629	 lipid metabolic process 
Fabp5	lipid metabolism	GO:0008289	 lipid binding 
Fabp6	lipid metabolism	GO:0006869	 lipid transport 
Fabp6	lipid metabolism	GO:0008289	 lipid binding 
Fabp7	lipid metabolism	GO:0008289	 lipid binding 
Fabp9	lipid metabolism	GO:0008289	 lipid binding 
Fads1	lipid metabolism	GO:0006629	 lipid metabolic process 
Fads2	lipid metabolism	GO:0006629	 lipid metabolic process 
Fads3	lipid metabolism	GO:0006629	 lipid metabolic process 
Fads6	lipid metabolism	GO:0006629	 lipid metabolic process 
Faf2	lipid metabolism	GO:0005811	 lipid particle 
Fam213b	lipid metabolism	GO:0006629	 lipid metabolic process 
Fam57b	lipid metabolism	GO:0006629	 lipid metabolic process 
Far1	lipid metabolism	GO:0006629	 lipid metabolic process 
Far2	lipid metabolism	GO:0006629	 lipid metabolic process 
Fasn	lipid metabolism	GO:0006629	 lipid metabolic process 
Fdft1	lipid metabolism	GO:0006629	 lipid metabolic process 
Fdft1	lipid metabolism	GO:0008610	 lipid biosynthetic process 
Fdps	lipid metabolism	GO:0006629	 lipid metabolic process 
Fdx1	lipid metabolism	GO:0006629	 lipid metabolic process 
Fdxr	lipid metabolism	GO:0006629	 lipid metabolic process 
Fer	lipid metabolism	GO:0008289	 lipid binding 
Fermt2	lipid metabolism	GO:0008289	 lipid binding 
Fes	lipid metabolism	GO:0008289	 lipid binding 
Ffar1	lipid metabolism	GO:0008289	 lipid binding 
Ffar2	lipid metabolism	GO:0008289	 lipid binding 
Ffar3	lipid metabolism	GO:0008289	 lipid binding 
Ffar4	lipid metabolism	GO:0008289	 lipid binding 
Fgf7	lipid metabolism	GO:0008654	 phospholipid biosynthetic process 
Fitm1	lipid metabolism	GO:0008654	 phospholipid biosynthetic process 
Fitm2	lipid metabolism	GO:0008654	 phospholipid biosynthetic process 
Fnbp1	lipid metabolism	GO:0008289	 lipid binding 
Fnbp1l	lipid metabolism	GO:0008289	 lipid binding 
Frmpd4	lipid metabolism	GO:0008289	 lipid binding 
Gal3st1	lipid metabolism	GO:0006629	 lipid metabolic process 
Gal3st1	lipid metabolism	GO:0006665	 sphingolipid metabolic process 
Galc	lipid metabolism	GO:0006629	 lipid metabolic process 
Galc	lipid metabolism	GO:0006665	 sphingolipid metabolic process 
Galc	lipid metabolism	GO:0016042	 lipid catabolic process 
Gapdh	lipid metabolism	GO:0005811	 lipid particle 
Gba	lipid metabolism	GO:0006629	 lipid metabolic process 
Gba	lipid metabolism	GO:0006665	 sphingolipid metabolic process 
Gba2	lipid metabolism	GO:0006629	 lipid metabolic process 
Gba2	lipid metabolism	GO:0006665	 sphingolipid metabolic process 
Gde1	lipid metabolism	GO:0006629	 lipid metabolic process 
Gdpd1	lipid metabolism	GO:0006629	 lipid metabolic process 
Gdpd2	lipid metabolism	GO:0006629	 lipid metabolic process 
Gdpd3	lipid metabolism	GO:0006629	 lipid metabolic process 
Gdpd4	lipid metabolism	GO:0006629	 lipid metabolic process 
Gdpd5	lipid metabolism	GO:0006629	 lipid metabolic process 
Gimap7	lipid metabolism	GO:0005811	 lipid particle 
Gltp	lipid metabolism	GO:0006869	 lipid transport 
Gltp	lipid metabolism	GO:0008289	 lipid binding 
Gm2a	lipid metabolism	GO:0006629	 lipid metabolic process 
Gm2a	lipid metabolism	GO:0006665	 sphingolipid metabolic process 
Golph3	lipid metabolism	GO:0008289	 lipid binding 
Golph3l	lipid metabolism	GO:0008289	 lipid binding 
Got2	lipid metabolism	GO:0006869	 lipid transport 
Gpam	lipid metabolism	GO:0006629	 lipid metabolic process 
Gpam	lipid metabolism	GO:0008654	 phospholipid biosynthetic process 
Gpat2	lipid metabolism	GO:0006629	 lipid metabolic process 
Gpat2	lipid metabolism	GO:0008654	 phospholipid biosynthetic process 
Gpat4	lipid metabolism	GO:0006629	 lipid metabolic process 
Gpat4	lipid metabolism	GO:0008610	 lipid biosynthetic process 
Gpat4	lipid metabolism	GO:0008654	 phospholipid biosynthetic process 
Gpcpd1	lipid metabolism	GO:0006629	 lipid metabolic process 
Gpihbp1	lipid metabolism	GO:0006869	 lipid transport 
Gpihbp1	lipid metabolism	GO:0008289	 lipid binding 
Gpr119	lipid metabolism	GO:0008289	 lipid binding 
Gpx1	lipid metabolism	GO:0006629	 lipid metabolic process 
Grb7	lipid metabolism	GO:0008289	 lipid binding 
Grk5	lipid metabolism	GO:0008289	 lipid binding 
Gulp1	lipid metabolism	GO:0006869	 lipid transport 
H2-Ke6	lipid metabolism	GO:0006629	 lipid metabolic process 
Hacd1	lipid metabolism	GO:0006629	 lipid metabolic process 
Hacd2	lipid metabolism	GO:0006629	 lipid metabolic process 
Hacd3	lipid metabolism	GO:0006629	 lipid metabolic process 
Hacd4	lipid metabolism	GO:0006629	 lipid metabolic process 
Hacl1	lipid metabolism	GO:0006629	 lipid metabolic process 
Hadh	lipid metabolism	GO:0006629	 lipid metabolic process 
Hadha	lipid metabolism	GO:0006629	 lipid metabolic process 
Hadhb	lipid metabolism	GO:0006629	 lipid metabolic process 
